label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.0,0.0,0.0,-0.22585028463602097,0.0012321814698720939,-0.16834672529009198,-0.41260093445784723,-0.052994557597345025,-0.27416523811207866,-0.5947195313062539,-0.0982930491701348,-0.3650463782755022,-0.742071895588443,-0.07740925440227053,-0.4510181999120426,-0.4516256593632596,-0.47823054389723746,-0.14753022273607821,-0.6202484821008892,-0.7210377865481705,-0.23153378960970514,-0.7184695262844469,-0.8700436078268493,-0.28805941921296385,-0.7968290610889688,-1.0,-0.32929355377946756,-0.3415846103402251,-0.5509710938608178,-0.10667689565759865,-0.37411776121972123,-0.7444622139153808,-0.21361125399582245,-0.2987807670663407,-0.5550807552921347,-0.23157625091938622,-0.2708021633635538,-0.42519235065995814,-0.21164374091517407,-0.2171573976470748,-0.5845984115020085,-0.08164274736997303,-0.23164999272224276,-0.7292220649237752,-0.1741707852773536,-0.18550004990903576,-0.5389015129391107,-0.15198023906853975,-0.18629414438761305,-0.42286866012317487,-0.10738255225191112,-0.10709125504073536,-0.5959661755802969,-0.0721653768684691,-0.11983224383298922,-0.7281495923683368,-0.1263144015408387,-0.10448720860771714,-0.5901125719161392,-0.0988254471984899,-0.10019212661010721,-0.49069253654407585,-0.061120078469606605
A,0.0,0.0,0.0,-0.20264100089651274,-0.040500248396841076,-0.12511458385890806,-0.45951688241978494,-0.14808834362134043,-0.22739959389471145,-0.6658340138074382,-0.18939117077711096,-0.32268110674567907,-0.8345785533596387,-0.18472016811041383,-0.4151055027416362,-0.37972967571364125,-0.50291566498975,-0.22451760166639192,-0.5462863244690874,-0.7224533613517357,-0.369301946098591,-0.6648165860566573,-0.8795442346236645,-0.4570660818774436,-0.7555478149643393,-1.0,-0.5138821482993299,-0.21793739257550407,-0.5845048908481467,-0.22310812803928412,-0.1780806918565808,-0.5450667530821194,-0.39737046793752706,-0.13568748822256357,-0.3532442911553594,-0.4308712074177781,-0.12119496011374863,-0.21572066490409597,-0.41832773797058953,-0.048171856352392316,-0.5861264653986056,-0.2310155345478524,-0.021907744842196628,-0.4328369203359924,-0.35293566354290157,-0.023140735368855032,-0.27775920353123235,-0.32831568215838897,-0.0427518087287221,-0.20635624675228267,-0.2872223327696736,0.10764020145840353,-0.5490048423108329,-0.25638573863298114,0.1306731554393198,-0.4184999971448639,-0.3265662688888584,0.07890468413629277,-0.29067555375364745,-0.3061677133022136,0.026894668318838758,-0.2429146942434746,-0.27272791313318956
A,0.0,0.0,0.0,0.17934456339564964,-0.03584079982311984,-0.17089577983048443,0.31093246417066484,-0.13219812906263875,-0.23727803398172942,0.4568046946408477,-0.20764476974380666,-0.27512901121521105,0.5621240272634933,-0.24511514651739372,-0.2969238171486519,0.3170011517717566,-0.47746625259287767,-0.12558656134366405,0.4058384981345605,-0.7231260341689711,-0.20408472991166698,0.47717682826698204,-0.8728743452721426,-0.2553048103434961,0.5384823313843092,-1.0,-0.28972260293708796,0.20338852662613627,-0.48742209902351624,-0.07086226055692145,0.2228305039533446,-0.6583993778484812,-0.14953733890682253,0.18618831254385226,-0.5022921303943926,-0.14920385942717213,0.18930303767756482,-0.4090872952098754,-0.1332797247721567,0.10120076830127088,-0.47542879190308523,-0.038792536809529266,0.11597470275781656,-0.6190050017284563,-0.12036822838140736,0.09951853127228037,-0.46236476420367784,-0.09386781032118514,0.11594373533394914,-0.37923366807177705,-0.05835274812174886,0.014625074410700488,-0.44389962618042694,-0.02406025669408312,0.01840969551396417,-0.5764340171534795,-0.07315595606861845,0.027011940904674386,-0.47510912152426094,-0.05439017382505074,0.04381349449034911,-0.39840956257560545,-0.031085686655637657
A,0.0,0.0,0.0,0.19884544647197527,0.051170962395343786,-0.28772150026314647,0.39004925551047215,-0.008510929619657895,-0.4352951658937276,0.5641606422525935,-0.039134507969519124,-0.5517464827390017,0.6963004787841394,-0.044324112020758415,-0.652902567104298,0.47080617767081334,-0.4578446507651,-0.2243374294199396,0.6031102671284758,-0.7169619857626878,-0.3584074842127447,0.7229962440611891,-0.8703759926871969,-0.42252643907268983,0.8142370362885304,-1.0,-0.45906644067185637,0.319593948370312,-0.5231656742395369,-0.14555259359172476,0.34299999034192796,-0.7030193432786948,-0.3355715969982648,0.2601481863618956,-0.5002994330843106,-0.3611701198782703,0.24708764779231912,-0.37750368271485646,-0.3307357937498806,0.18554614984899573,-0.5471422651753114,-0.10257248113891546,0.19281145097815575,-0.6985217039545994,-0.2916790759661703,0.15688437559808596,-0.49916096320281117,-0.27715156166286126,0.166586106081504,-0.390575850391602,-0.2188462569963502,0.07457782563159028,-0.5628422168652408,-0.08572315317319254,0.08276107066364555,-0.6862451774519628,-0.21933775102716893,0.06943769456169731,-0.5600206143992393,-0.23110325382607164,0.08592803133209977,-0.4671706691053189,-0.20890882356395485
A,0.0,0.0,0.0,0.19926215835842975,-0.05948977971608461,-0.16222225468479698,0.37809334562277197,-0.1978688265080279,-0.2134280049290926,0.5469736495270554,-0.30200647608249537,-0.24577118868590275,0.6878808197213601,-0.3556708260347493,-0.2698985580194133,0.28904928709483196,-0.5150907330841872,-0.09618549996541369,0.38041485338984116,-0.7409233071521921,-0.15754195026307197,0.4384792619934991,-0.8782210213298454,-0.19898043370671564,0.4813606102874731,-1.0,-0.2342452672382311,0.14669249823392969,-0.5201785077260951,-0.05800910225787253,0.10076678828750475,-0.6806310116109684,-0.19312931236563696,0.06318909608547606,-0.5139843707365594,-0.23668319936589743,0.05134702383534575,-0.38211991372202786,-0.23287737125265737,0.021724815771234977,-0.4936773148727819,-0.039241337389594205,-0.01867494878080229,-0.5987214499339449,-0.18429605774158928,-0.015967616097800796,-0.4247751520691677,-0.19533322250335886,0.0063052064312215115,-0.314787885344327,-0.1635512372568223,-0.07889735962185368,-0.45467545491089084,-0.033861272170291924,-0.11686535922811672,-0.5137900292974232,-0.14866695434694974,-0.10422206475685389,-0.38925964515659917,-0.16772217757998142,-0.057323805267952624,-0.303195147745522,-0.1542754346853421
A,0.0,0.0,0.0,-0.18816894184259828,-0.020465646804135092,-0.16167060257633217,-0.33237078887246224,-0.10457305444820815,-0.2532505025713825,-0.48197181328876726,-0.1928920397227343,-0.32787452470809575,-0.6082168166554605,-0.2249344463529568,-0.39589997324358556,-0.3432413734431563,-0.4780913963831036,-0.13451167461056135,-0.4662416251188581,-0.7214815234403698,-0.22005443451651,-0.5425777729242411,-0.8674425744892631,-0.2776967152605134,-0.6027966797294758,-1.0,-0.3187257125685024,-0.24079985042412702,-0.5212594490575435,-0.09511561353145355,-0.26313336839846385,-0.6961433748588388,-0.21607402985874138,-0.21818289498426932,-0.5228955829597653,-0.2489503843219598,-0.2030692397313976,-0.3959824539633119,-0.23681693375135243,-0.13324903657326792,-0.5261991288462972,-0.07086001844955038,-0.14800337007898898,-0.6418308125545922,-0.17905074988320063,-0.12637194293695495,-0.46409773293558937,-0.16838043639996644,-0.1296163721734919,-0.3575388964716442,-0.12695220017047798,-0.04114916533470584,-0.5143162522580544,-0.06053375043368412,-0.048692557358870146,-0.618692072064916,-0.12949619115379155,-0.051032286880849154,-0.48672995121962753,-0.11351357488840423,-0.05149436411417274,-0.3933731525173563,-0.08065486137096839
A,0.0,0.0,0.0,0.2091158267376888,0.03973400937109064,-0.2128262901660656,0.44946609334414434,-0.0008643444648497297,-0.28814156298785915,0.6662510121667795,-0.008791215701241653,-0.33859365560572446,0.8441487003289854,0.014598303667599611,-0.38007005792875104,0.5461229885759032,-0.3805660970965175,-0.12344659811902575,0.7520627287435407,-0.5434423314581264,-0.2046549678796551,0.8914491070547965,-0.643226887824752,-0.25309450009473566,1.0,-0.729123904250646,-0.28894306032828776,0.4038758529045111,-0.4545875017540123,-0.06852055660820959,0.43524541921697607,-0.6500806760231761,-0.24047471890935346,0.30103287318120114,-0.5028576474698034,-0.28508669379155527,0.2233346212608097,-0.36477537262125004,-0.26357071247522956,0.25652337089420146,-0.4837455601189304,-0.04038072247403963,0.22974167883909638,-0.5952895345492071,-0.22867904157489718,0.14437153251499701,-0.41384219705618464,-0.24319165238524507,0.13110351006828705,-0.2893529452814454,-0.19419710726958758,0.1317837558603491,-0.48534479559169286,-0.028718964792046622,0.10427144462471176,-0.5526741263480777,-0.17288812162080874,0.05715151406206972,-0.41686391687201624,-0.19589322778733853,0.07941227993852122,-0.31558743333642497,-0.1733228056877333
A,0.0,0.0,0.0,0.19921308981044306,-0.032508683128984646,-0.18113966730936992,0.4129533547720022,-0.15207048027403217,-0.2387676621957117,0.6124837402623611,-0.24564998382477918,-0.2738491513718364,0.7723952368395595,-0.2914369109177019,-0.2983696613957924,0.3493203741729053,-0.5170297509640119,-0.11821060624973172,0.4798363975234749,-0.7456395817535187,-0.18361588037291512,0.5640244560496886,-0.8817551050765229,-0.21764557386548336,0.6246648257601054,-1.0,-0.24750808383846917,0.19752372842480395,-0.5399876423393426,-0.07448484957706306,0.17080360291341212,-0.7334123370645563,-0.21487254419981633,0.1072609903083902,-0.5633569356330232,-0.24470934155290527,0.08921355920390868,-0.427310065980338,-0.22826381316929353,0.05479609599863525,-0.5164465848439741,-0.052911351987222965,0.0006531200492642094,-0.603073994093704,-0.2103567287606461,-0.011238267763877144,-0.42765606487563806,-0.21354769414567357,0.023899863940907914,-0.32010839998460494,-0.17180831049960196,-0.06097817697459918,-0.46691998310703625,-0.04568662589976443,-0.10276814069217463,-0.5362626606209828,-0.1651200062244547,-0.09448802695592746,-0.40640892414497576,-0.17865007783231324,-0.03743292614425384,-0.31780408114863834,-0.16007310003449413
A,0.0,0.0,0.0,0.23388574698636072,0.08665149763474451,-0.31193543181367994,0.4603853843997396,0.06722915509559348,-0.47108922927052566,0.6495537997596517,0.08652203500924949,-0.5979472619174333,0.7948672421856071,0.11841238662454498,-0.707127151990746,0.6027672425577069,-0.40540568244039576,-0.2351168803530235,0.7630419027130494,-0.6464604574172922,-0.3777095716261543,0.888739651151582,-0.76902737270977,-0.4441693929635187,1.0,-0.8792062452658207,-0.4840315602001649,0.45061355385227486,-0.5072186295875597,-0.1574321789950069,0.49380632966927424,-0.6978071320005563,-0.35204276363179504,0.3706571133920591,-0.493319089636229,-0.37505337626733326,0.35119383988183234,-0.361537580704396,-0.3460828491641852,0.3070552286577457,-0.5654060419027832,-0.1214305202024621,0.32327442432835823,-0.7191202326564137,-0.33050327890006526,0.24176151875105356,-0.5019099598672881,-0.31353967313285636,0.2368145931619442,-0.3792109140644082,-0.25198847919468403,0.18589558755004829,-0.610503827958493,-0.1138781153955794,0.20333927218555167,-0.7426793413666156,-0.2666395377517388,0.1648171905585238,-0.6027454080259667,-0.28094357820024396,0.1687109334767813,-0.49602348244212285,-0.2591671080605107
A,0.0,0.0,0.0,0.18354352625298165,-0.0030975275601272338,-0.23578589647558335,0.33672542969084523,-0.08684937220404657,-0.3431255239186616,0.4795615358634888,-0.14000261384945983,-0.4242178567980774,0.576147580126992,-0.17322379018220696,-0.49027412280645594,0.3565862132195519,-0.46980305411800277,-0.1582409228324509,0.44440769006216535,-0.7231022936667046,-0.2683964292067043,0.5273912816138991,-0.8725331519650886,-0.3289923780492422,0.6008611016188363,-1.0,-0.3642867444858691,0.22748871845677532,-0.4898960141777315,-0.09453345648244982,0.24094402480583996,-0.6482241753026121,-0.24807303186939644,0.20701593857376469,-0.477359917076813,-0.2784410595543358,0.20635988113224185,-0.37314572807054014,-0.2614312713120314,0.11514669443288163,-0.48373806313092454,-0.0625038896156365,0.11824422199300887,-0.609768343036435,-0.2173431566467513,0.10608993243359269,-0.4318336606718742,-0.21257618044266474,0.12141772456067149,-0.33864523420538395,-0.16919921338152988,0.02349825265764828,-0.47740408859282196,-0.05270444223995184,0.025534973653623203,-0.585614585081214,-0.1559519548728674,0.02657775271780436,-0.47021053635318527,-0.16178557656337866,0.04288375067409875,-0.3831181103822995,-0.1420057787485546
